Category,currency,sellerRating,Duration,ClosePrice,OpenPrice,Competitive
Music/Movie/Game,US,3249,5,1.32,0.01,1
Music/Movie/Game,US,3249,5,1.32,0.01,1
Music/Movie/Game,US,3249,5,1.37,0.01,1
Music/Movie/Game,US,3249,5,1.5,0.01,1
Music/Movie/Game,US,3249,5,1.58,0.01,1
Music/Movie/Game,US,3249,5,1.75,0.01,1
Music/Movie/Game,US,3249,5,2,0.01,1
Music/Movie/Game,US,3249,5,2,0.01,1
Music/Movie/Game,US,3249,5,2,0.01,1
Music/Movie/Game,US,3249,5,2.05,0.01,1
Music/Movie/Game,US,3249,5,2.13,0.01,1
NA,US,3115,7,0.01,0.01,0
Music/Movie/Game,US,3249,5,2.25,0.01,1
Music/Movie/Game,US,3249,5,2.25,0.01,1
Music/Movie/Game,US,3249,5,2.3,0.01,1
Automotive,US,3115,7,2.31,0.01,1
Music/Movie/Game,US,3249,5,2.33,0.01,1
Music/Movie/Game,US,3249,5,2.8,0.01,1
Music/Movie/Game,US,3249,5,3,0.01,1
Music/Movie/Game,US,3249,5,3,0.01,1
Music/Movie/Game,US,3249,5,3.01,0.01,1
Music/Movie/Game,US,3249,5,3.06,0.01,1
Music/Movie/Game,US,3249,5,3.08,0.01,1
Music/Movie/Game,US,3249,5,3.25,0.01,1
Music/Movie/Game,US,3249,5,3.25,0.01,1
Music/Movie/Game,US,3249,5,3.25,0.01,1
Music/Movie/Game,US,3249,5,3.25,0.01,1
Music/Movie/Game,US,3249,5,3.26,0.01,1
Music/Movie/Game,US,3249,5,3.27,0.01,1
Music/Movie/Game,US,3249,5,3.3,0.01,1
Music/Movie/Game,US,3249,5,3.31,0.01,1
Music/Movie/Game,US,3249,5,3.36,0.01,1
Music/Movie/Game,US,3249,5,3.5,0.01,1
Music/Movie/Game,US,3249,5,3.55,0.01,1
Music/Movie/Game,US,3249,5,3.75,0.01,1
Music/Movie/Game,US,3249,5,3.75,0.01,1
Music/Movie/Game,US,3249,5,3.76,0.01,1
Music/Movie/Game,US,3249,5,3.8,0.01,1
Music/Movie/Game,US,3249,5,3.8,0.01,1
Music/Movie/Game,US,3249,5,3.84,0.01,1
Music/Movie/Game,US,3249,5,4.17,0.01,1
Music/Movie/Game,US,3249,5,4.25,0.01,1
Music/Movie/Game,US,3249,5,4.25,0.01,1
Music/Movie/Game,US,3249,5,4.25,0.01,1
Music/Movie/Game,US,3249,5,4.25,0.01,1
Music/Movie/Game,US,37727,7,4.26,0.01,1
Music/Movie/Game,US,3249,5,4.29,0.01,1
Music/Movie/Game,US,3249,5,4.31,0.01,1
Music/Movie/Game,US,3249,5,4.4,0.01,1
Music/Movie/Game,US,3249,5,4.54,0.01,1
Music/Movie/Game,US,3249,5,4.75,0.01,1
Music/Movie/Game,US,3249,5,4.9,0.01,1
Music/Movie/Game,US,3249,5,5,0.01,1
Music/Movie/Game,US,3249,5,5,0.01,1
Music/Movie/Game,US,3249,5,5.01,0.01,1
Music/Movie/Game,US,3249,5,5.5,0.01,1
Music/Movie/Game,US,3249,5,5.5,0.01,1
Music/Movie/Game,US,3249,5,5.5,0.01,1
Music/Movie/Game,US,3249,5,5.52,0.01,1
Music/Movie/Game,US,3249,5,5.52,0.01,1
Music/Movie/Game,US,3249,5,6,0.01,1
Music/Movie/Game,US,3249,5,6.01,0.01,1
Music/Movie/Game,US,3249,5,6.15,0.01,1
Music/Movie/Game,US,3249,5,6.18,0.01,1
Music/Movie/Game,US,3249,5,6.5,0.01,1
Music/Movie/Game,US,3249,5,6.5,0.01,1
Music/Movie/Game,US,3249,5,6.5,0.01,1
Music/Movie/Game,US,3249,5,6.5,0.01,1
Home/Garden,GBP,29,7,11.6,0.02,1
Music/Movie/Game,US,3249,5,6.55,0.01,1
Music/Movie/Game,US,3249,5,6.71,0.01,1
Music/Movie/Game,US,3249,5,7,0.01,1
Music/Movie/Game,US,3249,5,7,0.01,1
Music/Movie/Game,US,3249,5,7,0.01,1
Music/Movie/Game,US,3249,5,7.05,0.01,1
Music/Movie/Game,US,3249,5,7.5,0.01,1
Music/Movie/Game,US,3249,5,7.5,0.01,1
Music/Movie/Game,US,3249,5,7.5,0.01,1
Music/Movie/Game,US,3249,5,7.51,0.01,1
Music/Movie/Game,US,3249,5,7.55,0.01,1
Music/Movie/Game,US,3249,5,8.01,0.01,1
Music/Movie/Game,US,3249,5,8.05,0.01,1
Music/Movie/Game,US,3249,5,8.05,0.01,1
Music/Movie/Game,US,3249,5,8.26,0.01,1
Music/Movie/Game,US,3249,5,8.49,0.01,1
Music/Movie/Game,US,3249,5,8.5,0.01,1
Music/Movie/Game,US,3249,5,8.5,0.01,1
Music/Movie/Game,US,3249,5,9.39,0.01,1
Music/Movie/Game,US,3249,5,9.5,0.01,1
Music/Movie/Game,US,3249,5,9.99,0.01,1
Music/Movie/Game,US,3249,5,10,0.01,1
Music/Movie/Game,US,3249,5,10,0.01,1
Music/Movie/Game,US,3249,5,10.5,0.01,1
Music/Movie/Game,US,3249,5,10.5,0.01,1
Music/Movie/Game,US,3249,5,10.5,0.01,1
Books,US,352,7,11.5,0.01,1
Music/Movie/Game,US,3249,5,11.55,0.01,1
Music/Movie/Game,US,3249,5,11.71,0.01,1
Music/Movie/Game,US,3249,5,15.5,0.01,1
Home/Garden,GBP,2991,7,0.98,0.53,1
Music/Movie/Game,US,3249,5,18,0.01,1
Music/Movie/Game,US,3249,5,18.5,0.01,1
Collectibles,US,1,5,20.7,0.01,1
Collectibles,US,1,5,22,0.01,1
Collectibles,US,1,5,23.65,0.01,1
Business/Industrial,US,5450,3,26,0.01,1
Collectibles,US,1,5,26,0.01,1
Music/Movie/Game,US,3249,5,27,0.01,1
Music/Movie/Game,GBP,1029,7,1.07,1.07,0
Music/Movie/Game,GBP,1029,7,1.07,1.07,0
Toys/Hobbies,GBP,2991,7,2.14,0.53,1
Toys/Hobbies,GBP,2991,7,2.16,0.54,1
Collectibles,US,1,5,43,0.01,1
Collectibles,US,1,5,46.02,0.01,1
Books,US,30,7,0.7,0.7,0
Music/Movie/Game,GBP,1029,7,1.25,1.25,0
Music/Movie/Game,GBP,1029,7,1.25,1.25,0
Music/Movie/Game,GBP,1029,7,1.25,1.25,0
Music/Movie/Game,GBP,1029,7,1.25,1.25,1
Music/Movie/Game,GBP,70,7,1.86,0.89,1
Collectibles,US,1,5,52.02,0.01,1
Collectibles,US,1,5,61.05,0.01,1
Electronics,US,4,5,62,0.01,1
Toys/Hobbies,GBP,2991,7,3.93,0.54,1
Music/Movie/Game,GBP,1029,7,1.7,1.25,1
Toys/Hobbies,GBP,2991,7,5.18,0.54,1
Computer,US,411,3,0.99,0.99,1
Automotive,US,793,3,0.99,0.99,1
Toys/Hobbies,US,3277,3,0.99,0.99,0
Toys/Hobbies,US,3277,3,0.99,0.99,0
Toys/Hobbies,US,3277,3,0.99,0.99,0
Music/Movie/Game,US,841,5,0.99,0.99,0
Music/Movie/Game,US,841,5,0.99,0.99,0
Music/Movie/Game,US,841,5,0.99,0.99,0
Music/Movie/Game,US,841,5,0.99,0.99,0
Music/Movie/Game,US,841,5,0.99,0.99,1
Collectibles,US,2220,5,0.99,0.99,0
EverythingElse,US,109,7,0.99,0.99,0
Books,GBP,149,7,1.77,1.77,0
Music/Movie/Game,GBP,149,7,1.77,1.77,0
Music/Movie/Game,GBP,215,7,1.77,1.77,0
Collectibles,US,2695,7,0.99,0.99,0
Collectibles,US,2695,7,0.99,0.99,0
Collectibles,US,2695,7,0.99,0.99,0
Collectibles,US,2695,7,0.99,0.99,0
Collectibles,US,2695,7,0.99,0.99,0
Toys/Hobbies,GBP,2991,7,1.77,1.77,0
Toys/Hobbies,GBP,2991,7,1.77,1.77,0
Music/Movie/Game,GBP,2991,7,1.77,1.77,0
Clothing/Accessories,GBP,2991,7,1.77,1.77,0
Coins/Stamps,GBP,3380,7,1.77,1.77,0
Coins/Stamps,GBP,3380,7,1.77,1.77,1
Toys/Hobbies,US,3385,7,0.99,0.99,0
Computer,US,4790,7,0.99,0.99,0
Collectibles,US,743,3,1,1,1
Electronics,EUR,9,5,1.23,1.23,0
Automotive,US,113,5,1,1,0
Antique/Art/Craft,EUR,158,5,1.23,1.23,0
Books,EUR,410,5,1.23,1.23,0
Books,EUR,666,5,1.23,1.23,0
Books,EUR,865,5,1.23,1.23,0
Clothing/Accessories,EUR,865,5,1.23,1.23,0
Music/Movie/Game,EUR,1301,5,1.23,1.23,0
Business/Industrial,EUR,27,7,1.23,1.23,0
Business/Industrial,EUR,27,7,1.23,1.23,0
Computer,EUR,29,7,1.23,1.23,0
Clothing/Accessories,EUR,41,7,1.23,1.23,0
Books,EUR,104,7,1.23,1.23,0
Music/Movie/Game,EUR,104,7,1.23,1.23,0
Music/Movie/Game,EUR,858,7,1.23,1.23,0
Jewelry,US,1317,7,1,1,1
Music/Movie/Game,EUR,1515,7,1.23,1.23,0
Antique/Art/Craft,EUR,1550,7,1.23,1.23,0
Antique/Art/Craft,EUR,1550,7,1.23,1.23,0
Antique/Art/Craft,EUR,1550,7,1.23,1.23,0
Antique/Art/Craft,EUR,1550,7,1.23,1.23,0
Electronics,EUR,1550,7,1.23,1.23,0
Music/Movie/Game,EUR,2162,7,1.23,1.23,0
Music/Movie/Game,EUR,2162,7,1.23,1.23,1
Pottery/Glass,GBP,5292,7,1.78,1.78,0
Pottery/Glass,GBP,5292,7,1.78,1.78,0
Automotive,EUR,23,10,1.23,1.23,0
Home/Garden,EUR,54,10,1.23,1.23,0
Books,EUR,89,10,1.23,1.23,0
Home/Garden,EUR,100,10,1.23,1.23,0
Computer,EUR,165,10,1.23,1.23,0
Clothing/Accessories,EUR,279,10,1.23,1.23,0
Coins/Stamps,EUR,684,10,1.23,1.23,0
Books,EUR,865,10,1.23,1.23,0
Books,EUR,865,10,1.23,1.23,0
Books,EUR,865,10,1.23,1.23,0
SportingGoods,EUR,865,10,1.23,1.23,0
Music/Movie/Game,EUR,1075,10,1.23,1.23,0
Books,EUR,1386,10,1.23,1.23,0
Music/Movie/Game,EUR,1645,10,1.23,1.23,0
Music/Movie/Game,EUR,1645,10,1.23,1.23,0
Collectibles,EUR,1853,10,1.23,1.23,0
Collectibles,EUR,1853,10,1.23,1.23,0
Collectibles,EUR,1853,10,1.23,1.23,0
Collectibles,EUR,2163,10,1.23,1.23,0
Music/Movie/Game,EUR,2404,10,1.23,1.23,0
Music/Movie/Game,EUR,2638,10,1.23,1.23,0
Music/Movie/Game,EUR,2638,10,1.23,1.23,0
Music/Movie/Game,EUR,2638,10,1.23,1.23,0
Music/Movie/Game,EUR,2638,10,1.23,1.23,0
Music/Movie/Game,EUR,3057,10,1.23,1.23,0
Computer,EUR,3375,10,1.23,1.23,0
Computer,EUR,3375,10,1.23,1.23,0
Music/Movie/Game,EUR,5701,10,1.23,1.23,0
Music/Movie/Game,EUR,5701,10,1.23,1.23,0
Music/Movie/Game,EUR,5701,10,1.23,1.23,0
Music/Movie/Game,EUR,5701,10,1.23,1.23,0
Music/Movie/Game,EUR,5701,10,1.23,1.23,0
Home/Garden,EUR,5701,10,1.23,1.23,0
Home/Garden,EUR,5701,10,1.23,1.23,0
Collectibles,EUR,5701,10,1.23,1.23,1
Music/Movie/Game,EUR,5701,10,1.23,1.23,1
Toys/Hobbies,GBP,2991,7,1.86,1.77,1
Music/Movie/Game,GBP,2991,7,6.6,0.54,1
Home/Garden,US,533,7,112.5,0.01,1
Collectibles,US,1,5,112.52,0.01,1
Collectibles,US,1386,3,4.75,0.25,1
Home/Garden,GBP,53,7,2.14,1.77,1
Collectibles,US,2695,7,1.25,0.99,1
Toys/Hobbies,US,1124,7,1.25,1,1
Music/Movie/Game,GBP,1029,7,3.03,1.43,1
Toys/Hobbies,GBP,2991,7,8.39,0.54,1
Home/Garden,GBP,53,7,2.57,1.77,1
Home/Garden,GBP,2991,7,2.57,1.77,1
Toys/Hobbies,US,3277,3,1.5,0.99,1
Electronics,EUR,1550,7,1.84,1.23,1
Electronics,EUR,1550,7,1.84,1.23,1
Electronics,EUR,1550,7,1.84,1.23,1
Electronics,EUR,1550,7,1.84,1.23,1
Electronics,EUR,1550,7,1.84,1.23,1
Business/Industrial,EUR,743,10,1.84,1.23,1
Books,EUR,2163,10,1.84,1.23,1
Music/Movie/Game,EUR,5701,10,1.84,1.23,1
Coins/Stamps,GBP,3380,7,2.23,2.23,0
Home/Garden,GBP,53,7,2.86,1.77,1
Music/Movie/Game,GBP,2991,7,9.82,0.54,1
Home/Garden,GBP,53,7,3.02,1.77,1
Home/Garden,GBP,53,7,3.03,1.76,1
Music/Movie/Game,GBP,215,7,3.03,1.76,1
Coins/Stamps,EUR,1033,10,2.08,1.23,1
Home/Garden,GBP,53,7,3.12,1.77,1
Home/Garden,GBP,53,7,3.39,1.77,1
Collectibles,US,1,5,188.33,0.01,1
Books,EUR,1553,10,1.71,1.71,0
Toys/Hobbies,GBP,2991,7,11.6,0.54,1
Electronics,EUR,1550,7,2.46,1.23,1
Electronics,EUR,1550,7,2.46,1.23,1
Electronics,EUR,1550,7,2.46,1.23,1
Music/Movie/Game,EUR,2638,10,2.46,1.23,1
Home/Garden,GBP,53,7,3.75,1.77,1
Music/Movie/Game,GBP,1148,3,3.93,1.77,1
Music/Movie/Game,GBP,1148,3,3.93,1.77,1
Home/Garden,US,841,5,2.2,0.99,1
Music/Movie/Game,GBP,118,7,3.93,1.77,1
Home/Garden,GBP,53,7,3.94,1.76,1
Music/Movie/Game,EUR,104,7,1.83,1.83,0
Books,GBP,201,7,2.66,2.66,0
Antique/Art/Craft,US,945,7,1.49,1.49,0
Books,GBP,2731,7,2.66,2.66,0
Books,EUR,1553,10,1.83,1.83,0
Coins/Stamps,GBP,3380,7,2.68,2.68,0
Toys/Hobbies,EUR,300,10,1.84,1.84,0
Toys/Hobbies,EUR,300,10,1.84,1.84,0
Toys/Hobbies,EUR,300,10,1.84,1.84,0
Home/Garden,GBP,53,7,4.28,1.77,1
Home/Garden,GBP,53,7,4.28,1.77,1
Music/Movie/Game,EUR,1301,5,3.07,1.23,1
Music/Movie/Game,EUR,104,7,3.07,1.23,1
Music/Movie/Game,EUR,765,7,3.07,1.23,1
Books,EUR,1386,10,3.07,1.23,1
Books,EUR,15,10,3.09,1.23,1
Music/Movie/Game,GBP,429,3,3.02,2.66,1
Home/Garden,GBP,53,7,4.64,1.77,1
Clothing/Accessories,GBP,77,7,4.82,1.77,1
Music/Movie/Game,US,841,5,2.78,0.99,1
Home/Garden,GBP,53,7,5.35,1.77,1
Books,GBP,2731,7,3.57,2.66,1
Antique/Art/Craft,EUR,1553,10,2.46,1.83,1
Collectibles,EUR,221,7,3.69,1.23,1
Clothing/Accessories,EUR,41,10,3.69,1.23,1
Clothing/Accessories,EUR,41,10,3.69,1.23,1
Books,EUR,268,10,2.46,1.85,1
Music/Movie/Game,EUR,5701,10,3.7,1.23,1
Music/Movie/Game,EUR,3057,10,3.75,1.23,1
Music/Movie/Game,US,841,5,3.2,0.99,1
Home/Garden,GBP,53,7,5.71,1.77,1
Home/Garden,GBP,53,7,5.71,1.77,1
Jewelry,US,743,3,3.25,1,1
Clothing/Accessories,GBP,2991,7,20.52,0.54,1
Collectibles,EUR,170,7,4.3,1.23,1
Clothing/Accessories,EUR,1661,7,4.33,1.23,1
Toys/Hobbies,EUR,104,10,4.43,1.23,1
Collectibles,GBP,1954,7,6.62,1.77,1
Music/Movie/Game,GBP,293,10,6.62,1.77,1
Music/Movie/Game,GBP,1148,3,6.66,1.77,1
SportingGoods,US,2378,3,390,0.01,1
Music/Movie/Game,US,841,5,4,0.99,1
Coins/Stamps,US,5564,7,4,0.99,1
Jewelry,EUR,72,1,2.45,2.45,0
Jewelry,EUR,72,1,2.45,2.45,0
Computer,EUR,105,3,2.45,2.45,0
Music/Movie/Game,EUR,681,3,2.45,2.45,0
Automotive,US,3114,3,1.99,1.99,0
Clothing/Accessories,EUR,24,7,2.45,2.45,0
Health/Beauty,EUR,70,7,2.45,2.45,0
Health/Beauty,EUR,70,7,2.45,2.45,0
Health/Beauty,EUR,70,7,2.45,2.45,0
Health/Beauty,EUR,70,7,2.45,2.45,0
Music/Movie/Game,EUR,104,7,2.45,2.45,0
Computer,EUR,105,7,2.45,2.45,0
Music/Movie/Game,EUR,205,7,2.45,2.45,0
Music/Movie/Game,EUR,205,7,2.45,2.45,0
Music/Movie/Game,EUR,205,7,2.45,2.45,0
Music/Movie/Game,EUR,205,7,2.45,2.45,0
EverythingElse,US,212,7,1.99,1.99,0
Toys/Hobbies,GBP,2731,7,3.55,3.55,0
Coins/Stamps,GBP,3380,7,3.55,3.55,0
Coins/Stamps,GBP,3380,7,3.55,3.55,0
Toys/Hobbies,US,3385,7,1.99,1.99,0
Toys/Hobbies,US,3385,7,1.99,1.99,0
Toys/Hobbies,US,3385,7,1.99,1.99,0
Toys/Hobbies,US,3385,7,1.99,1.99,0
Toys/Hobbies,US,3385,7,1.99,1.99,0
Toys/Hobbies,US,3385,7,1.99,1.99,0
Toys/Hobbies,US,3385,7,1.99,1.99,0
Toys/Hobbies,US,3385,7,1.99,1.99,0
Home/Garden,EUR,5350,7,2.45,2.45,0
Home/Garden,EUR,5350,7,2.45,2.45,0
Toys/Hobbies,US,9003,7,1.99,1.99,0
Antique/Art/Craft,EUR,18,10,2.45,2.45,0
Antique/Art/Craft,EUR,18,10,2.45,2.45,0
Antique/Art/Craft,EUR,18,10,2.45,2.45,1
Toys/Hobbies,EUR,300,10,2.45,2.45,0
Collectibles,EUR,578,10,2.45,2.45,0
Collectibles,EUR,578,10,2.45,2.45,0
Collectibles,EUR,578,10,2.45,2.45,0
Collectibles,EUR,578,10,2.45,2.45,0
Collectibles,EUR,578,10,2.45,2.45,0
Collectibles,EUR,578,10,2.45,2.45,0
Collectibles,EUR,884,10,2.45,2.45,1
Collectibles,EUR,884,10,2.45,2.45,1
Collectibles,EUR,1545,10,2.45,2.45,0
Collectibles,EUR,1545,10,2.45,2.45,0
Collectibles,EUR,1545,10,2.45,2.45,0
Computer,EUR,2382,10,2.45,2.45,0
Antique/Art/Craft,EUR,2507,10,2.45,2.45,0
Antique/Art/Craft,EUR,2507,10,2.45,2.45,0
SportingGoods,EUR,4366,10,2.45,2.45,0
Automotive,EUR,5701,10,2.45,2.45,0
Electronics,EUR,5701,10,2.45,2.45,0
Electronics,EUR,5701,10,2.45,2.45,0
Music/Movie/Game,EUR,5701,10,2.45,2.45,0
Music/Movie/Game,EUR,5701,10,2.45,2.45,0
Toys/Hobbies,EUR,5827,10,2.45,2.45,0
Toys/Hobbies,EUR,5827,10,2.45,2.45,0
Toys/Hobbies,EUR,5827,10,2.45,2.45,0
Music/Movie/Game,US,3277,3,2,2,1
Music/Movie/Game,EUR,1301,5,4.92,1.23,1
Antique/Art/Craft,US,52,7,2,2,0
Music/Movie/Game,EUR,130,7,2.46,2.46,0
Home/Garden,GBP,376,7,3.57,3.57,0
Collectibles,US,2695,7,2,2,0
Collectibles,US,2695,7,2,2,0
Collectibles,US,2695,7,2,2,0
Collectibles,US,2695,7,2,2,0
Collectibles,US,2696,7,2,2,0
Antique/Art/Craft,US,4390,7,2,2,0
Home/Garden,GBP,53,7,7.5,1.77,1
Pottery/Glass,GBP,107,10,7.5,1.77,1
Home/Garden,GBP,53,7,7.51,1.77,1
Music/Movie/Game,US,841,5,4.25,0.99,1
Music/Movie/Game,US,841,5,4.25,0.99,1
Automotive,US,2162,5,2.24,1.99,1
Toys/Hobbies,US,3385,7,2.24,1.99,1
Toys/Hobbies,US,3385,7,2.24,1.99,1
Home/Garden,EUR,54,5,5.53,1.23,1
Music/Movie/Game,EUR,1301,7,5.6,1.23,1
Music/Movie/Game,EUR,1301,7,5.66,1.23,1
Music/Movie/Game,GBP,17,7,8.39,1.77,1
Music/Movie/Game,GBP,1842,10,8.39,1.77,1
Collectibles,US,2696,7,2.34,2,1
Collectibles,US,5703,10,9.57,0.5,1
Toys/Hobbies,EUR,2507,7,3.06,2.45,1
Collectibles,EUR,1545,10,3.06,2.45,1
Home/Garden,EUR,5350,5,3.07,2.44,1
Music/Movie/Game,EUR,205,7,3.07,2.44,1
Clothing/Accessories,EUR,569,10,3.07,2.44,1
Collectibles,EUR,1545,10,3.07,2.44,1
Jewelry,US,1124,3,2.5,2,1
Books,EUR,83,10,6.47,1.23,1
Coins/Stamps,GBP,3380,7,4.82,3.55,1
Music/Movie/Game,US,841,5,5.5,0.99,1
Music/Movie/Game,US,841,5,5.5,0.99,1
Music/Movie/Game,US,841,5,5.5,0.99,1
Music/Movie/Game,GBP,17,7,9.82,1.77,1
Toys/Hobbies,GBP,1768,7,9.82,1.77,1
Home/Garden,GBP,670,7,9.83,1.77,1
Toys/Hobbies,US,3385,7,2.75,1.99,1
Collectibles,US,2695,7,2.75,2,1
Collectibles,EUR,442,10,6.76,1.23,1
Jewelry,EUR,5701,10,6.76,1.23,1
Collectibles,GBP,88,7,9.83,1.78,1
Toys/Hobbies,US,3385,7,2.8,1.99,1
Music/Movie/Game,US,3277,3,2.8,2,1
Automotive,EUR,526,10,6.89,1.23,1
Music/Movie/Game,US,841,5,6.01,0.99,1
Collectibles,EUR,1545,10,3.69,2.45,1
Collectibles,EUR,1545,10,3.69,2.45,1
Electronics,EUR,5701,10,3.69,2.45,1
Computer,EUR,863,10,3.7,2.45,1
Automotive,EUR,526,10,7.39,1.23,1
Collectibles,EUR,1545,10,3.73,2.45,1
Collectibles,EUR,920,3,7.59,1.23,1
Music/Movie/Game,GBP,105,7,4.44,4.44,0
Music/Movie/Game,GBP,105,7,4.44,4.44,0
Toys/Hobbies,US,3277,3,6.27,0.99,1
Collectibles,US,510,3,2.5,2.5,0
Computer,US,366,5,2.5,2.5,0
Home/Garden,EUR,1402,7,3.07,3.07,0
Coins/Stamps,EUR,300,10,3.87,2.44,1
Music/Movie/Game,GBP,118,7,11.6,1.77,1
Music/Movie/Game,EUR,548,10,7.98,1.23,1
Automotive,EUR,526,10,7.99,1.23,1
Automotive,EUR,526,10,7.99,1.23,1
Collectibles,EUR,433,5,4.06,2.45,1
SportingGoods,GBP,118,7,11.96,1.77,1
Music/Movie/Game,GBP,105,7,4.8,4.44,1
Toys/Hobbies,US,3277,3,7,0.99,1
Music/Movie/Game,EUR,205,7,4.3,2.44,1
Automotive,EUR,526,10,8.61,1.23,1
Music/Movie/Game,EUR,205,7,4.37,2.45,1
Toys/Hobbies,US,35,1,710,0.01,1
Electronics,EUR,5701,10,4.43,2.45,1
Music/Movie/Game,GBP,17,7,12.94,1.77,1
Music/Movie/Game,GBP,105,7,5.16,4.45,1
Coins/Stamps,US,1054,5,9.38,0.77,1
Collectibles,EUR,170,7,9.22,1.23,1
Jewelry,US,225,7,750,0.01,1
Clothing/Accessories,EUR,18,10,9.22,1.23,1
Automotive,EUR,526,10,9.24,1.23,1
Toys/Hobbies,US,3385,7,2.75,2.75,0
Toys/Hobbies,US,3385,7,2.75,2.75,0
Toys/Hobbies,US,3385,7,2.75,2.75,0
Toys/Hobbies,US,3385,7,2.75,2.75,0
Toys/Hobbies,US,3385,7,2.75,2.75,0
Toys/Hobbies,US,3385,7,2.75,2.75,0
Toys/Hobbies,US,3385,7,2.75,2.75,0
Toys/Hobbies,US,3385,7,2.75,2.75,0
Toys/Hobbies,US,3385,7,2.75,2.75,0
Toys/Hobbies,US,3385,7,2.75,2.75,0
Toys/Hobbies,US,3385,7,2.75,2.75,0
Toys/Hobbies,US,3385,7,2.75,2.75,0
Toys/Hobbies,US,3385,7,2.75,2.75,0
Toys/Hobbies,US,3385,7,2.75,2.75,0
Toys/Hobbies,US,3385,7,2.75,2.75,0
Toys/Hobbies,US,3385,7,2.75,2.75,0
Coins/Stamps,US,5564,7,2.79,2.79,0
Music/Movie/Game,US,841,5,8,0.99,1
Music/Movie/Game,GBP,118,7,14.28,1.77,1
Music/Movie/Game,GBP,105,7,5.71,4.44,1
Collectibles,EUR,578,10,4.93,2.45,1
Computer,EUR,113,7,9.84,1.23,1
Toys/Hobbies,GBP,293,10,5.71,4.46,1
Toys/Hobbies,EUR,638,10,9.86,1.23,1
Electronics,US,2956,3,81.55,0.1,1
Collectibles,GBP,18,7,9.82,2.68,1
SportingGoods,GBP,79,7,15.15,1.77,1
Computer,US,411,5,8.5,0.99,1
Collectibles,EUR,170,7,10.45,1.23,1
SportingGoods,US,2378,1,860,0.01,1
Collectibles,US,119,10,860,0.01,1
EverythingElse,GBP,232,3,5.34,5.34,0
Books,US,638,3,2.99,2.99,0
Clothing/Accessories,EUR,315,7,3.68,3.68,0
Coins/Stamps,GBP,3380,7,5.34,5.34,0
Coins/Stamps,GBP,3380,7,5.34,5.34,0
Coins/Stamps,GBP,3380,7,5.34,5.34,0
Collectibles,US,3385,7,2.99,2.99,0
Antique/Art/Craft,US,3613,7,2.99,2.99,0
Books,US,3613,7,2.99,2.99,1
Antique/Art/Craft,US,4390,7,2.99,2.99,1
Coins/Stamps,US,5564,7,2.99,2.99,0
Coins/Stamps,US,5564,7,2.99,2.99,0
NA,US,352,7,11.5,0.01,1
Collectibles,US,9003,7,2.99,2.99,0
EverythingElse,US,9003,7,2.99,2.99,0
SportingGoods,US,9003,7,2.99,2.99,0
SportingGoods,US,9003,7,2.99,2.99,0
Collectibles,US,25433,7,2.99,2.99,0
Toys/Hobbies,EUR,842,10,11.01,1.23,1
Collectibles,EUR,1545,10,5.53,2.45,1
Toys/Hobbies,US,3277,3,3,3,0
Toys/Hobbies,US,3277,3,3,3,0
Music/Movie/Game,GBP,197,7,5.35,5.35,0
Toys/Hobbies,EUR,508,7,11.07,1.23,1
